instance_idx,feature,feature_value,lime_weight,abs_weight
20,residence_since,2.0,0.034284495364719066,0.034284495364719066
20,property_magnitude,0.0,0.012548901970593683,0.012548901970593683
20,age,44.0,-0.02801525607185232,0.02801525607185232
20,other_payment_plans,1.0,-0.002595801788793409,0.002595801788793409
20,housing,2.0,-0.0881558271798317,0.0881558271798317
20,existing_credits,1.0,0.02175034163346993,0.02175034163346993
20,job,3.0,-0.05075717945119241,0.05075717945119241
20,num_dependents,1.0,0.02972902661488165,0.02972902661488165
20,own_telephone,1.0,-0.038445791319129646,0.038445791319129646
20,foreign_worker,1.0,-0.009188270215927627,0.009188270215927627
25,checking_status,3.0,-0.01034134531992448,0.01034134531992448
25,duration,48.0,-0.020018076587291135,0.020018076587291135
25,credit_history,1.0,0.021442903074859812,0.021442903074859812
25,purpose,2.0,0.015719348598553038,0.015719348598553038
25,credit_amount,6110.0,-0.01781770374490469,0.01781770374490469
25,savings_status,2.0,0.00649996985986072,0.00649996985986072
25,employment,0.0,0.014376808867931976,0.014376808867931976
25,installment_commitment,1.0,0.02263159571888732,0.02263159571888732
25,personal_status,3.0,-0.008495114085735356,0.008495114085735356
25,other_parties,2.0,-0.004350428421201994,0.004350428421201994
25,residence_since,3.0,-0.004920836055192388,0.004920836055192388
25,property_magnitude,2.0,-0.009827309966353915,0.009827309966353915
25,age,31.0,0.007527642779523664,0.007527642779523664
25,other_payment_plans,0.0,0.027231416462516003,0.027231416462516003
25,housing,0.0,0.024926220431682168,0.024926220431682168
25,existing_credits,1.0,0.010360552482685418,0.010360552482685418
25,job,1.0,0.0006812426618626835,0.0006812426618626835
25,num_dependents,1.0,0.008204854765540134,0.008204854765540134
25,own_telephone,1.0,-0.011554650043653596,0.011554650043653596
25,foreign_worker,1.0,-0.0034801806090239856,0.0034801806090239856
35,checking_status,1.0,0.04435415641771825,0.04435415641771825
35,duration,6.0,0.052216514206544,0.052216514206544
35,credit_history,3.0,-0.02622043993092984,0.02622043993092984
35,purpose,9.0,-0.037333498575459416,0.037333498575459416
35,credit_amount,1352.0,0.041352637146453715,0.041352637146453715
35,savings_status,1.0,0.008159726820802477,0.008159726820802477
35,employment,4.0,-0.014940646335578922,0.014940646335578922
35,installment_commitment,1.0,0.040290667843284,0.040290667843284
35,personal_status,0.0,0.058481069105268194,0.058481069105268194
35,other_parties,2.0,-0.0022595974577311424,0.0022595974577311424
35,residence_since,2.0,-0.0036142543243157343,0.0036142543243157343
35,property_magnitude,1.0,-0.008874146890131872,0.008874146890131872
35,age,23.0,0.03750952195781816,0.03750952195781816
35,other_payment_plans,1.0,0.03434177166995967,0.03434177166995967
35,housing,2.0,-0.04270562256250386,0.04270562256250386
35,existing_credits,1.0,0.03245746345433451,0.03245746345433451
35,job,2.0,-0.05466841701811326,0.05466841701811326
35,num_dependents,1.0,0.025317995356404936,0.025317995356404936
35,own_telephone,1.0,-0.0033488936582802198,0.0033488936582802198
35,foreign_worker,1.0,0.005387302148534746,0.005387302148534746
44,checking_status,1.0,0.027233693604679605,0.027233693604679605
44,duration,15.0,0.0002022078433079784,0.0002022078433079784
44,credit_history,3.0,-0.01064146459528121,0.01064146459528121
44,purpose,4.0,0.009967393614440892,0.009967393614440892
44,credit_amount,2511.0,-0.0015947297079853355,0.0015947297079853355
44,savings_status,2.0,0.03130419924062017,0.03130419924062017
44,employment,4.0,-0.03539698701807304,0.03539698701807304
44,installment_commitment,1.0,0.05769366584662243,0.05769366584662243
44,personal_status,0.0,0.04507362353309917,0.04507362353309917
44,other_parties,2.0,-0.001256071323279894,0.001256071323279894
44,residence_since,4.0,-0.020729807626784547,0.020729807626784547
44,property_magnitude,0.0,0.021745547491013817,0.021745547491013817
44,age,23.0,0.06229313657647147,0.06229313657647147
44,other_payment_plans,1.0,-0.011364451599970881,0.011364451599970881
44,housing,2.0,-0.050923754894446865,0.050923754894446865
44,existing_credits,1.0,0.037093096582804255,0.037093096582804255
44,job,1.0,-0.002464631273907046,0.002464631273907046
44,num_dependents,1.0,0.015957958258141572,0.015957958258141572
44,own_telephone,0.0,0.0228412255976696,0.0228412255976696
44,foreign_worker,1.0,-0.002859837875624475,0.002859837875624475
46,checking_status,0.0,0.038244805656421146,0.038244805656421146
46,duration,24.0,-0.05476274948273241,0.05476274948273241
46,credit_history,2.0,0.0047003495005404515,0.0047003495005404515
46,purpose,3.0,0.001010078899563364,0.001010078899563364
46,credit_amount,2333.0,0.0024786107298090205,0.0024786107298090205
46,savings_status,4.0,-0.06666979853019409,0.06666979853019409
46,employment,2.0,-0.020331064325102816,0.020331064325102816
46,installment_commitment,4.0,-0.025007570085099722,0.025007570085099722
46,personal_status,3.0,0.0089042501422393,0.0089042501422393
46,other_parties,2.0,0.021631093405439065,0.021631093405439065
46,residence_since,2.0,0.029172850631968946,0.029172850631968946
46,property_magnitude,1.0,0.03354730021134396,0.03354730021134396
46,age,29.0,0.04967514131363047,0.04967514131363047
46,other_payment_plans,0.0,0.06565023831090544,0.06565023831090544
46,housing,1.0,0.024360229852169825,0.024360229852169825
46,existing_credits,1.0,0.03339487782099479,0.03339487782099479
46,job,3.0,-0.05217440471271689,0.05217440471271689
46,num_dependents,1.0,0.03609463367025724,0.03609463367025724
46,own_telephone,0.0,0.016413353972832265,0.016413353972832265
46,foreign_worker,1.0,-0.02444769992479554,0.02444769992479554
56,checking_status,3.0,-0.007351365464517844,0.007351365464517844
56,duration,5.0,0.02367355124839889,0.02367355124839889
56,credit_history,3.0,-0.005129136838828728,0.005129136838828728
56,purpose,0.0,0.024880844025727263,0.024880844025727263
56,credit_amount,3448.0,-0.019153022334082153,0.019153022334082153
56,savings_status,2.0,0.011936677315729224,0.011936677315729224
56,employment,1.0,0.008291898172835188,0.008291898172835188
56,installment_commitment,1.0,0.014541028493345994,0.014541028493345994
56,personal_status,3.0,-0.00744913644453054,0.00744913644453054
56,other_parties,2.0,-0.0013986796018212778,0.0013986796018212778
56,residence_since,4.0,-0.019722087338647453,0.019722087338647453
56,property_magnitude,3.0,-0.02035839278168434,0.02035839278168434
56,age,74.0,-0.02931444586264689,0.02931444586264689
56,other_payment_plans,1.0,-0.005635722271277676,0.005635722271277676
56,housing,1.0,0.005154470188114298,0.005154470188114298
56,existing_credits,1.0,0.01496077193815717,0.01496077193815717
56,job,3.0,-0.01784083000043892,0.01784083000043892
56,num_dependents,1.0,-0.006488435791033355,0.006488435791033355
56,own_telephone,0.0,0.020574180132698093,0.020574180132698093
56,foreign_worker,1.0,-0.001812998147749323,0.001812998147749323
59,checking_status,3.0,-0.02221180511232262,0.02221180511232262
59,duration,36.0,-0.022195011204726275,0.022195011204726275
59,credit_history,3.0,-0.019384377924309283,0.019384377924309283
59,purpose,9.0,-0.026465035898866326,0.026465035898866326
59,credit_amount,8133.0,-0.02338183200926317,0.02338183200926317
59,savings_status,2.0,0.011187858218239151,0.011187858218239151
59,employment,0.0,0.01609563326342865,0.01609563326342865
59,installment_commitment,1.0,0.016649681354431543,0.016649681354431543
59,personal_status,0.0,0.019741555429962605,0.019741555429962605
59,other_parties,2.0,-0.009073452609765362,0.009073452609765362
59,residence_since,2.0,0.01218791144486594,0.01218791144486594
59,property_magnitude,1.0,0.01602894872213082,0.01602894872213082
59,age,30.0,0.010252139881113606,0.010252139881113606
59,other_payment_plans,0.0,0.02391183722891831,0.02391183722891831
59,housing,1.0,0.011416593818405216,0.011416593818405216
59,existing_credits,1.0,0.019013041805149147,0.019013041805149147
59,job,1.0,-0.004498137783039198,0.004498137783039198
59,num_dependents,1.0,0.010428130430460689,0.010428130430460689
59,own_telephone,0.0,0.022251527926514737,0.022251527926514737
59,foreign_worker,1.0,0.0038138684060110774,0.0038138684060110774
73,checking_status,1.0,0.011091321982884959,0.011091321982884959
73,duration,12.0,-0.003958153415876867,0.003958153415876867
73,credit_history,2.0,0.03130319861300711,0.03130319861300711
73,purpose,4.0,-0.0003818275107858322,0.0003818275107858322
73,credit_amount,1344.0,0.061432264663347703,0.061432264663347703
73,savings_status,2.0,0.009195757433685102,0.009195757433685102
73,employment,0.0,0.035066891505265436,0.035066891505265436
73,installment_commitment,4.0,0.004690287207635312,0.004690287207635312
73,personal_status,3.0,-0.049304386755274994,0.049304386755274994
73,other_parties,2.0,-0.018941405224114458,0.018941405224114458
73,residence_since,2.0,0.0029379446528594827,0.0029379446528594827
73,property_magnitude,3.0,-0.041767473951221004,0.041767473951221004
73,age,43.0,-0.03358813450222517,0.03358813450222517
73,other_payment_plans,1.0,0.011041858211356295,0.011041858211356295
73,housing,1.0,0.030868808659298346,0.030868808659298346
73,existing_credits,2.0,-0.03955543331362652,0.03955543331362652
73,job,3.0,-0.08152246734904904,0.08152246734904904
73,num_dependents,2.0,-0.07014218801597419,0.07014218801597419
73,own_telephone,0.0,0.03897596632928388,0.03897596632928388
73,foreign_worker,1.0,-0.025291243446414688,0.025291243446414688
75,checking_status,1.0,-0.002076733517168508,0.002076733517168508
75,duration,18.0,-0.0007388672917391977,0.0007388672917391977
75,credit_history,0.0,0.007121446855315314,0.007121446855315314
75,purpose,6.0,-0.0003531261792059999,0.0003531261792059999
75,credit_amount,1940.0,-0.001471348223978627,0.001471348223978627
75,savings_status,2.0,0.005267076427018161,0.005267076427018161
75,employment,2.0,0.0017205451011124816,0.0017205451011124816
75,installment_commitment,3.0,-0.002655623382810627,0.002655623382810627
75,personal_status,3.0,-0.0014351290570585832,0.0014351290570585832
75,other_parties,0.0,0.008726617475925375,0.008726617475925375
75,residence_since,4.0,-0.0017594821078091953,0.0017594821078091953
75,property_magnitude,2.0,-0.0007178490145171313,0.0007178490145171313
75,age,36.0,-0.0035621747506641645,0.0035621747506641645
75,other_payment_plans,0.0,0.007971880712214973,0.007971880712214973
75,housing,0.0,0.004796434159955976,0.004796434159955976
75,existing_credits,1.0,0.0033085547980391773,0.0033085547980391773
75,job,0.0,0.007005017733838704,0.007005017733838704
75,num_dependents,1.0,-0.0015776323372157209,0.0015776323372157209
75,own_telephone,1.0,-0.005640812889838013,0.005640812889838013
75,foreign_worker,1.0,-0.009744533691932343,0.009744533691932343
77,checking_status,0.0,0.03202591010956803,0.03202591010956803
77,duration,24.0,-0.034079343102708354,0.034079343102708354
77,credit_history,1.0,0.0281172756518547,0.0281172756518547
77,purpose,2.0,0.0454254793218006,0.0454254793218006
77,credit_amount,5743.0,-0.045025368102871804,0.045025368102871804
77,savings_status,2.0,0.011968664339380599,0.011968664339380599
77,employment,2.0,-0.0036888997741503986,0.0036888997741503986
77,installment_commitment,2.0,0.014728452254772604,0.014728452254772604
77,personal_status,0.0,0.049388388225125555,0.049388388225125555
77,other_parties,2.0,-0.012857412934865167,0.012857412934865167
77,residence_since,4.0,-0.037746261563413555,0.037746261563413555
77,property_magnitude,2.0,-0.004925998790080204,0.004925998790080204
77,age,24.0,0.054286158935540486,0.054286158935540486
77,other_payment_plans,1.0,-0.00915222004756167,0.00915222004756167
77,housing,0.0,0.04439705615732672,0.04439705615732672
77,existing_credits,2.0,-0.02509741676646714,0.02509741676646714
77,job,1.0,0.009864047690825063,0.009864047690825063
77,num_dependents,1.0,0.003547932591859121,0.003547932591859121
77,own_telephone,1.0,-0.03659423643801602,0.03659423643801602
77,foreign_worker,1.0,-0.005921454594250564,0.005921454594250564
80,checking_status,1.0,0.009586311014233316,0.009586311014233316
80,duration,18.0,0.007533613447680925,0.007533613447680925
80,credit_history,1.0,0.022097743405668946,0.022097743405668946
80,purpose,4.0,0.020834339181257253,0.020834339181257253
80,credit_amount,5302.0,-0.020968923363523153,0.020968923363523153
80,savings_status,2.0,0.016032543360309313,0.016032543360309313
80,employment,3.0,-0.02216885578811277,0.02216885578811277
80,installment_commitment,2.0,0.014925743044076206,0.014925743044076206
80,personal_status,3.0,-0.010841895452435232,0.010841895452435232
80,other_parties,2.0,-0.013297262102901332,0.013297262102901332
80,residence_since,4.0,-0.0220810009890798,0.0220810009890798
80,property_magnitude,2.0,-0.016644810440294554,0.016644810440294554
80,age,36.0,0.015211010607999164,0.015211010607999164
80,other_payment_plans,1.0,0.00317740274584054,0.00317740274584054
80,housing,0.0,0.044071451225558354,0.044071451225558354
80,existing_credits,3.0,-0.055183816390161844,0.055183816390161844
80,job,0.0,0.021677778394373116,0.021677778394373116
80,num_dependents,1.0,-0.0032306145693400245,0.0032306145693400245
80,own_telephone,1.0,-0.015355467009934719,0.015355467009934719
80,foreign_worker,1.0,0.012391603179530598,0.012391603179530598
82,checking_status,3.0,-0.016930285946048524,0.016930285946048524
82,duration,24.0,-0.018348941314530867,0.018348941314530867
82,credit_history,3.0,-0.017078641389636117,0.017078641389636117
82,purpose,4.0,0.013289754757399805,0.013289754757399805
82,credit_amount,1469.0,0.010562323561608456,0.010562323561608456
82,savings_status,0.0,0.06287217482120304,0.06287217482120304
82,employment,3.0,-0.029299969684792957,0.029299969684792957
82,installment_commitment,4.0,-0.04447081275212977,0.04447081275212977
82,personal_status,2.0,0.007859236363170843,0.007859236363170843
82,other_parties,2.0,-0.031376221094884325,0.031376221094884325
82,residence_since,4.0,-0.025629966325103094,0.025629966325103094
82,property_magnitude,3.0,-0.015972791887779596,0.015972791887779596
82,age,41.0,-0.020129051016050437,0.020129051016050437
82,other_payment_plans,1.0,-0.0003228683963556944,0.0003228683963556944
82,housing,2.0,-0.059252012966077815,0.059252012966077815
82,existing_credits,1.0,0.00523777062887151,0.00523777062887151
82,job,3.0,-0.05728156297027037,0.05728156297027037
82,num_dependents,1.0,0.01510716182574954,0.01510716182574954
82,own_telephone,0.0,0.014569751142273536,0.014569751142273536
82,foreign_worker,1.0,-0.01339576056083907,0.01339576056083907
91,checking_status,3.0,-0.03895672140884763,0.03895672140884763
91,duration,12.0,0.016987783190662208,0.016987783190662208
91,credit_history,3.0,-0.02209257701051755,0.02209257701051755
91,purpose,4.0,-0.02553727214550731,0.02553727214550731
91,credit_amount,640.0,0.041256177922527004,0.041256177922527004
91,savings_status,2.0,0.01930212255438199,0.01930212255438199
91,employment,0.0,0.05574299478352196,0.05574299478352196
91,installment_commitment,4.0,-0.0568631300696395,0.0568631300696395
91,personal_status,1.0,0.03494494469449752,0.03494494469449752
91,other_parties,2.0,-0.0034570789208738543,0.0034570789208738543
91,residence_since,2.0,0.020339767998324643,0.020339767998324643
91,property_magnitude,3.0,-0.05800625488052371,0.05800625488052371
91,age,49.0,-0.04602178575748542,0.04602178575748542
91,other_payment_plans,1.0,-0.021578647899268163,0.021578647899268163
91,housing,1.0,0.03342987777486749,0.03342987777486749
91,existing_credits,1.0,0.03298852857652992,0.03298852857652992
91,job,3.0,-0.06938670049570848,0.06938670049570848
91,num_dependents,1.0,0.0016600122161035099,0.0016600122161035099
91,own_telephone,0.0,0.0413621407770286,0.0413621407770286
91,foreign_worker,1.0,-0.018190575594512287,0.018190575594512287
95,checking_status,1.0,0.021177341899416217,0.021177341899416217
95,duration,12.0,0.015210088531539608,0.015210088531539608
95,credit_history,0.0,0.030243392891144347,0.030243392891144347
95,purpose,8.0,-0.034497683851971675,0.034497683851971675
95,credit_amount,339.0,0.025492676091605052,0.025492676091605052
95,savings_status,2.0,-0.004283416548596904,0.004283416548596904
95,employment,3.0,-0.02483037153286154,0.02483037153286154
95,installment_commitment,4.0,-0.02552520329464826,0.02552520329464826
95,personal_status,2.0,0.0035109222287671923,0.0035109222287671923
95,other_parties,2.0,-0.0005723793435297377,0.0005723793435297377
95,residence_since,1.0,0.03543081910259803,0.03543081910259803
95,property_magnitude,0.0,0.02577226782980054,0.02577226782980054
95,age,45.0,-0.013935981261394689,0.013935981261394689
95,other_payment_plans,0.0,0.04100808882069035,0.04100808882069035
95,housing,1.0,0.000907957371090116,0.000907957371090116
95,existing_credits,1.0,0.017843114068688205,0.017843114068688205
95,job,3.0,-0.042825517696491656,0.042825517696491656
95,num_dependents,1.0,0.00775821471968327,0.00775821471968327
95,own_telephone,0.0,0.02272979110246007,0.02272979110246007
95,foreign_worker,1.0,-0.004796873342411559,0.004796873342411559
113,checking_status,0.0,0.03562191516441551,0.03562191516441551
113,duration,18.0,-0.006597328283943882,0.006597328283943882
113,credit_history,3.0,-0.004764629325227406,0.004764629325227406
113,purpose,7.0,-0.03461300845818015,0.03461300845818015
113,credit_amount,3872.0,0.006084173507740356,0.006084173507740356
113,savings_status,2.0,0.004687221030257514,0.004687221030257514
113,employment,4.0,-0.03629713057876448,0.03629713057876448
113,installment_commitment,2.0,0.021027729973838234,0.021027729973838234
113,personal_status,0.0,0.03221187825368246,0.03221187825368246
113,other_parties,2.0,-0.00843739443276558,0.00843739443276558
113,residence_since,4.0,-0.027049116935075772,0.027049116935075772
113,property_magnitude,0.0,0.02898454758655315,0.02898454758655315
113,age,67.0,-0.05417079122400247,0.05417079122400247
113,other_payment_plans,1.0,-0.0034518497780196286,0.0034518497780196286
113,housing,1.0,0.004028136663135278,0.004028136663135278
113,existing_credits,1.0,0.02537177884804791,0.02537177884804791
113,job,1.0,0.00552093765632199,0.00552093765632199
113,num_dependents,1.0,0.010424689882816729,0.010424689882816729
113,own_telephone,1.0,-0.035254597764127454,0.035254597764127454
113,foreign_worker,1.0,0.0021033377836644327,0.0021033377836644327
115,checking_status,0.0,0.019301701667622323,0.019301701667622323
115,duration,12.0,0.025232574252054482,0.025232574252054482
115,credit_history,3.0,-0.017093161643018644,0.017093161643018644
115,purpose,4.0,0.01244254123372273,0.01244254123372273
115,credit_amount,7472.0,-0.035465376641206074,0.035465376641206074
115,savings_status,4.0,-0.02302877950251408,0.02302877950251408
115,employment,4.0,-0.03137304581541692,0.03137304581541692
115,installment_commitment,1.0,0.027157934546485636,0.027157934546485636
115,personal_status,0.0,0.028302554042526594,0.028302554042526594
115,other_parties,2.0,-0.00940083124270248,0.00940083124270248
115,residence_since,2.0,0.02889219121775651,0.02889219121775651
115,property_magnitude,3.0,-0.03316186924122299,0.03316186924122299
115,age,24.0,0.021132628000578392,0.021132628000578392
115,other_payment_plans,1.0,0.007179369718148794,0.007179369718148794
115,housing,2.0,-0.022064432014425223,0.022064432014425223
115,existing_credits,1.0,0.012598334063541062,0.012598334063541062
115,job,2.0,-0.01028884912126556,0.01028884912126556
115,num_dependents,1.0,-0.0003370760427720682,0.0003370760427720682
115,own_telephone,0.0,0.007144951636375334,0.007144951636375334
115,foreign_worker,1.0,-0.009915865766347709,0.009915865766347709
125,checking_status,0.0,0.0590905954659734,0.0590905954659734
125,duration,24.0,-0.02389510378331508,0.02389510378331508
125,credit_history,3.0,-0.020491171380648567,0.020491171380648567
125,purpose,6.0,-0.005521694794772866,0.005521694794772866
125,credit_amount,3758.0,-0.007700071630046955,0.007700071630046955
125,savings_status,1.0,0.03764977982188741,0.03764977982188741
125,employment,4.0,-0.033131135435331985,0.033131135435331985
125,installment_commitment,1.0,0.05181212154883674,0.05181212154883674
125,personal_status,0.0,0.05112496267049691,0.05112496267049691
