instance_idx,feature,feature_value,lime_weight,abs_weight
77,existing_credits,2.0,-0.0049614930510517245,0.0049614930510517245
77,job,1.0,0.005206935449480532,0.005206935449480532
77,num_dependents,1.0,0.0004097772998624545,0.0004097772998624545
77,own_telephone,1.0,-0.012020568071738923,0.012020568071738923
77,foreign_worker,1.0,0.004429528338411163,0.004429528338411163
78,checking_status,1.0,0.035009757334332696,0.035009757334332696
78,duration,12.0,-0.01242075964140666,0.01242075964140666
78,credit_history,1.0,0.0060339074154345425,0.0060339074154345425
78,purpose,4.0,0.024156865821870065,0.024156865821870065
78,credit_amount,2121.0,0.015915277042012156,0.015915277042012156
78,savings_status,2.0,0.016200205173149757,0.016200205173149757
78,employment,0.0,0.015902073170765738,0.015902073170765738
78,installment_commitment,4.0,-0.027946985236359575,0.027946985236359575
78,personal_status,3.0,-0.012456868754209312,0.012456868754209312
78,other_parties,2.0,-0.002291967597282885,0.002291967597282885
78,residence_since,2.0,0.018798101214703346,0.018798101214703346
78,property_magnitude,1.0,0.009471637830731083,0.009471637830731083
78,age,30.0,0.027755598020761423,0.027755598020761423
78,other_payment_plans,1.0,-0.003942962781851532,0.003942962781851532
78,housing,1.0,-0.010023040176590392,0.010023040176590392
78,existing_credits,2.0,-0.014464949758334652,0.014464949758334652
78,job,1.0,0.010431302438523082,0.010431302438523082
78,num_dependents,1.0,3.4937220307424594e-05,3.4937220307424594e-05
78,own_telephone,0.0,0.014888345525944821,0.014888345525944821
78,foreign_worker,1.0,-0.009298334858044204,0.009298334858044204
84,checking_status,1.0,4.371509938310287e-07,4.371509938310287e-07
84,duration,12.0,-2.348777534699029e-07,2.348777534699029e-07
84,credit_history,1.0,8.773895720380883e-06,8.773895720380883e-06
84,purpose,4.0,1.1239941842955584e-05,1.1239941842955584e-05
84,credit_amount,2171.0,-6.3496470209405454e-06,6.3496470209405454e-06
84,savings_status,2.0,-5.325503939014207e-06,5.325503939014207e-06
84,employment,0.0,3.7657099503973966e-06,3.7657099503973966e-06
84,installment_commitment,4.0,6.680885723763241e-06,6.680885723763241e-06
84,personal_status,3.0,-1.391573996265746e-06,1.391573996265746e-06
84,other_parties,2.0,-6.783555517282858e-06,6.783555517282858e-06
84,residence_since,4.0,-5.411685557769495e-06,5.411685557769495e-06
84,property_magnitude,1.0,2.032459995736084e-06,2.032459995736084e-06
84,age,38.0,1.236051626321646e-06,1.236051626321646e-06
84,other_payment_plans,0.0,1.0581666057430705e-05,1.0581666057430705e-05
84,housing,1.0,3.3904901755022342e-06,3.3904901755022342e-06
84,existing_credits,2.0,7.852729382729928e-08,7.852729382729928e-08
84,job,3.0,-1.2671743373543971e-05,1.2671743373543971e-05
84,num_dependents,1.0,4.489279483677857e-07,4.489279483677857e-07
84,own_telephone,0.0,1.0165996721902686e-06,1.0165996721902686e-06
84,foreign_worker,0.0,1.3332622798578817e-05,1.3332622798578817e-05
86,checking_status,1.0,5.194070603827976e-06,5.194070603827976e-06
86,duration,36.0,-9.847922432669108e-06,9.847922432669108e-06
86,credit_history,3.0,-4.4742708585766825e-06,4.4742708585766825e-06
86,purpose,5.0,-1.029987439040637e-06,1.029987439040637e-06
86,credit_amount,15857.0,-1.822140741348191e-05,1.822140741348191e-05
86,savings_status,2.0,5.158079273294921e-06,5.158079273294921e-06
86,employment,4.0,-1.1108349786807352e-05,1.1108349786807352e-05
86,installment_commitment,2.0,9.625721518442301e-06,9.625721518442301e-06
86,personal_status,1.0,4.263070945015767e-06,4.263070945015767e-06
86,other_parties,0.0,1.4975487436014503e-05,1.4975487436014503e-05
86,residence_since,3.0,-4.106547393837872e-06,4.106547393837872e-06
86,property_magnitude,0.0,6.747792772449718e-06,6.747792772449718e-06
86,age,43.0,-1.3481392076740206e-06,1.3481392076740206e-06
86,other_payment_plans,1.0,8.451807663302379e-07,8.451807663302379e-07
86,housing,1.0,6.28991077031714e-06,6.28991077031714e-06
86,existing_credits,1.0,1.0265211672345188e-05,1.0265211672345188e-05
86,job,0.0,8.514879577827145e-06,8.514879577827145e-06
86,num_dependents,1.0,3.5063390558651934e-06,3.5063390558651934e-06
86,own_telephone,0.0,9.871368444954806e-06,9.871368444954806e-06
86,foreign_worker,1.0,-7.4072027573725045e-06,7.4072027573725045e-06
108,checking_status,2.0,0.02647197821746568,0.02647197821746568
108,duration,36.0,-0.027043877063165224,0.027043877063165224
108,credit_history,3.0,-0.02101718808269524,0.02101718808269524
108,purpose,6.0,0.010399993250286857,0.010399993250286857
108,credit_amount,5848.0,-0.026521872480847142,0.026521872480847142
108,savings_status,2.0,0.012693922109322683,0.012693922109322683
108,employment,0.0,0.019702031555582825,0.019702031555582825
108,installment_commitment,4.0,-0.0257912058640991,0.0257912058640991
108,personal_status,3.0,-0.014443741171306519,0.014443741171306519
108,other_parties,2.0,-0.0060370540845093995,0.0060370540845093995
108,residence_since,1.0,0.022243164617442798,0.022243164617442798
108,property_magnitude,0.0,0.034376180964366614,0.034376180964366614
108,age,24.0,0.036944150628066316,0.036944150628066316
108,other_payment_plans,1.0,0.004948310361255199,0.004948310361255199
108,housing,1.0,0.0001821314889385533,0.0001821314889385533
108,existing_credits,1.0,0.020772804213603127,0.020772804213603127
108,job,1.0,0.008665366419842821,0.008665366419842821
108,num_dependents,1.0,0.008467740792320617,0.008467740792320617
108,own_telephone,0.0,0.010498887199256393,0.010498887199256393
108,foreign_worker,1.0,0.008094588062143507,0.008094588062143507
121,checking_status,3.0,0.015495303700082256,0.015495303700082256
121,duration,33.0,-0.02693669617202201,0.02693669617202201
121,credit_history,2.0,-0.00038326757423700844,0.00038326757423700844
121,purpose,0.0,0.02022178005183069,0.02022178005183069
121,credit_amount,2764.0,-0.005082551205596453,0.005082551205596453
121,savings_status,2.0,0.017632264589814164,0.017632264589814164
121,employment,0.0,0.005126083804539078,0.005126083804539078
121,installment_commitment,2.0,0.009055613717143876,0.009055613717143876
121,personal_status,0.0,0.02616181076962304,0.02616181076962304
121,other_parties,2.0,-0.00953845688636884,0.00953845688636884
121,residence_since,2.0,0.016672209875929076,0.016672209875929076
121,property_magnitude,0.0,0.011156806082758942,0.011156806082758942
121,age,26.0,0.012834732600849465,0.012834732600849465
121,other_payment_plans,1.0,0.00725919719274437,0.00725919719274437
121,housing,1.0,-0.002108750096951929,0.002108750096951929
121,existing_credits,2.0,-0.009886243318007863,0.009886243318007863
121,job,1.0,0.006240934136165095,0.006240934136165095
121,num_dependents,1.0,0.0069037837799406756,0.0069037837799406756
121,own_telephone,1.0,-0.007035989794821348,0.007035989794821348
121,foreign_worker,1.0,0.0008151087274304023,0.0008151087274304023
135,checking_status,0.0,0.02164833152343663,0.02164833152343663
135,duration,12.0,-0.02677639487326102,0.02677639487326102
135,credit_history,3.0,-0.013048006353820599,0.013048006353820599
135,purpose,4.0,0.003703651157175146,0.003703651157175146
135,credit_amount,1007.0,0.017709248515486668,0.017709248515486668
135,savings_status,3.0,0.0025165095053242474,0.0025165095053242474
135,employment,0.0,0.0005504634154157235,0.0005504634154157235
135,installment_commitment,4.0,-0.021254369800995355,0.021254369800995355
135,personal_status,2.0,0.01380964759709292,0.01380964759709292
135,other_parties,2.0,-0.0067678224647217435,0.0067678224647217435
135,residence_since,1.0,0.021677277933830646,0.021677277933830646
135,property_magnitude,3.0,-0.011909913231828991,0.011909913231828991
135,age,22.0,0.0163509715456419,0.0163509715456419
135,other_payment_plans,1.0,0.010258751018994112,0.010258751018994112
135,housing,1.0,0.013082447418077004,0.013082447418077004
135,existing_credits,1.0,0.010286737351125102,0.010286737351125102
135,job,1.0,0.015525305275537584,0.015525305275537584
135,num_dependents,1.0,-0.010131073116372586,0.010131073116372586
135,own_telephone,0.0,0.0033453731142631692,0.0033453731142631692
135,foreign_worker,1.0,0.015865904991937258,0.015865904991937258
140,checking_status,0.0,0.013050224113792502,0.013050224113792502
140,duration,12.0,0.004043955539673626,0.004043955539673626
140,credit_history,1.0,0.009468672554683848,0.009468672554683848
140,purpose,3.0,0.0057077284281767116,0.0057077284281767116
140,credit_amount,3617.0,-0.0030638114477905707,0.0030638114477905707
140,savings_status,2.0,0.00017906534788019935,0.00017906534788019935
140,employment,3.0,-0.009114096953070116,0.009114096953070116
140,installment_commitment,1.0,0.01366761844494917,0.01366761844494917
140,personal_status,3.0,-0.0081838268527094,0.0081838268527094
140,other_parties,2.0,-0.002608853198480903,0.002608853198480903
140,residence_since,4.0,-0.01003646108723357,0.01003646108723357
140,property_magnitude,0.0,0.006821890187813483,0.006821890187813483
140,age,28.0,0.007785267428573654,0.007785267428573654
140,other_payment_plans,1.0,-0.000315826481542694,0.000315826481542694
140,housing,2.0,-0.013753524868955196,0.013753524868955196
140,existing_credits,3.0,-0.016617572337062413,0.016617572337062413
140,job,1.0,0.0020070122937785382,0.0020070122937785382
140,num_dependents,1.0,0.002585849578685078,0.002585849578685078
140,own_telephone,1.0,-0.0058897420592189985,0.0058897420592189985
140,foreign_worker,1.0,-0.0019817468158871265,0.0019817468158871265
151,checking_status,0.0,0.012565572205438982,0.012565572205438982
151,duration,36.0,-0.013311570299447587,0.013311570299447587
151,credit_history,2.0,-0.001011832735733344,0.001011832735733344
151,purpose,4.0,0.004757817681429037,0.004757817681429037
151,credit_amount,2862.0,0.0014539684624094102,0.0014539684624094102
151,savings_status,0.0,0.004517367360149263,0.004517367360149263
151,employment,3.0,-0.00342099393660039,0.00342099393660039
151,installment_commitment,4.0,-0.007556763786013498,0.007556763786013498
151,personal_status,3.0,-0.0032142725631955117,0.0032142725631955117
151,other_parties,2.0,0.0029963391252335264,0.0029963391252335264
151,residence_since,3.0,0.005863361325709534,0.005863361325709534
151,property_magnitude,2.0,0.0036760027524975823,0.0036760027524975823
151,age,30.0,0.006229873784188928,0.006229873784188928
151,other_payment_plans,1.0,0.0003273223385107542,0.0003273223385107542
151,housing,0.0,0.006948488497071302,0.006948488497071302
151,existing_credits,1.0,0.0015545374318294708,0.0015545374318294708
151,job,1.0,-3.328172639096359e-05,3.328172639096359e-05
151,num_dependents,1.0,0.0029317567175162914,0.0029317567175162914
151,own_telephone,0.0,0.001995923234150076,0.001995923234150076
151,foreign_worker,1.0,-0.0037517067638763208,0.0037517067638763208
159,checking_status,1.0,0.03839976771781254,0.03839976771781254
159,duration,12.0,-0.0062910430254051845,0.0062910430254051845
159,credit_history,3.0,-0.035469440877503866,0.035469440877503866
159,purpose,3.0,0.033834133755523695,0.033834133755523695
159,credit_amount,652.0,0.014762071363615036,0.014762071363615036
159,savings_status,2.0,0.02171092898954462,0.02171092898954462
159,employment,3.0,-0.028368044126169303,0.028368044126169303
159,installment_commitment,4.0,-0.025435578619866946,0.025435578619866946
159,personal_status,0.0,0.03633034173137,0.03633034173137
159,other_parties,2.0,-0.0036067658069686187,0.0036067658069686187
159,residence_since,4.0,-0.029383741936842667,0.029383741936842667
159,property_magnitude,1.0,0.00607174407324974,0.00607174407324974
159,age,24.0,0.03746329295544119,0.03746329295544119
159,other_payment_plans,1.0,0.0048614978634373895,0.0048614978634373895
159,housing,2.0,-0.047730171525467484,0.047730171525467484
159,existing_credits,1.0,0.01443597484751931,0.01443597484751931
159,job,1.0,0.013815404261574895,0.013815404261574895
159,num_dependents,1.0,0.006077097225259684,0.006077097225259684
159,own_telephone,0.0,0.02495425276878176,0.02495425276878176
159,foreign_worker,1.0,-0.008019319880718927,0.008019319880718927
160,checking_status,0.0,0.02699233252936415,0.02699233252936415
160,duration,36.0,-0.022587777733821958,0.022587777733821958
160,credit_history,3.0,-0.022436147614341095,0.022436147614341095
160,purpose,6.0,-0.002318835771294845,0.002318835771294845
160,credit_amount,4795.0,-0.009478846402332684,0.009478846402332684
160,savings_status,2.0,0.008061766137688858,0.008061766137688858
160,employment,2.0,-0.0056767794436044005,0.0056767794436044005
160,installment_commitment,4.0,-0.00882193306848415,0.00882193306848415
160,personal_status,0.0,0.012648801562633266,0.012648801562633266
160,other_parties,2.0,-3.156480117955688e-05,3.156480117955688e-05
160,residence_since,1.0,0.02563160163021065,0.02563160163021065
160,property_magnitude,2.0,-0.007664347313516264,0.007664347313516264
160,age,30.0,0.024288523684052567,0.024288523684052567
160,other_payment_plans,1.0,0.00011287389219294573,0.00011287389219294573
160,housing,1.0,-0.004692361567884531,0.004692361567884531
160,existing_credits,1.0,0.0047093567482707245,0.0047093567482707245
160,job,0.0,0.01816507443617615,0.01816507443617615
160,num_dependents,1.0,0.003829359318859417,0.003829359318859417
160,own_telephone,1.0,-0.015657573468302727,0.015657573468302727
160,foreign_worker,1.0,0.0042756001730239425,0.0042756001730239425
163,checking_status,1.0,0.05291936528712239,0.05291936528712239
163,duration,15.0,-0.029785177062342863,0.029785177062342863
163,credit_history,3.0,-0.03220677023481444,0.03220677023481444
163,purpose,4.0,0.019906387718450286,0.019906387718450286
163,credit_amount,1721.0,0.016750196283383704,0.016750196283383704
163,savings_status,2.0,0.018027090542103535,0.018027090542103535
163,employment,2.0,-0.009624861971926248,0.009624861971926248
163,installment_commitment,2.0,0.014213769589590282,0.014213769589590282
163,personal_status,3.0,-0.008671693177796798,0.008671693177796798
163,other_parties,2.0,0.0009292743658931304,0.0009292743658931304
163,residence_since,3.0,0.0012344872954347167,0.0012344872954347167
163,property_magnitude,3.0,-0.012613684643514048,0.012613684643514048
163,age,36.0,0.01609594804166613,0.01609594804166613
163,other_payment_plans,1.0,-0.0014359116014290533,0.0014359116014290533
163,housing,1.0,0.0032171104751444937,0.0032171104751444937
163,existing_credits,1.0,0.013287356169104515,0.013287356169104515
163,job,1.0,-5.113429704734271e-05,5.113429704734271e-05
163,num_dependents,1.0,0.010380235741178247,0.010380235741178247
163,own_telephone,0.0,0.016050128471351833,0.016050128471351833
163,foreign_worker,1.0,-0.008167394068138403,0.008167394068138403
186,checking_status,0.0,0.03458831851235094,0.03458831851235094
186,duration,24.0,-0.042868280398121454,0.042868280398121454
186,credit_history,3.0,-0.03252894084097878,0.03252894084097878
186,purpose,4.0,0.025885832185642412,0.025885832185642412
186,credit_amount,1201.0,0.01605587412500218,0.01605587412500218
186,savings_status,2.0,0.013455829364554308,0.013455829364554308
186,employment,2.0,-0.011013473439410271,0.011013473439410271
186,installment_commitment,4.0,-0.0327842508871077,0.0327842508871077
186,personal_status,3.0,-0.009695340588862544,0.009695340588862544
186,other_parties,2.0,-0.01875387866957987,0.01875387866957987
186,residence_since,1.0,0.021937937475816356,0.021937937475816356
186,property_magnitude,1.0,-0.010470860981575446,0.010470860981575446
186,age,26.0,0.030865916524028543,0.030865916524028543
186,other_payment_plans,1.0,-0.005080031964544039,0.005080031964544039
186,housing,1.0,-0.0010625437495867698,0.0010625437495867698
186,existing_credits,1.0,0.016505662183585686,0.016505662183585686
186,job,1.0,0.006815094123457301,0.006815094123457301
186,num_dependents,1.0,0.0008032810725200368,0.0008032810725200368
186,own_telephone,0.0,0.0025202920044359906,0.0025202920044359906
186,foreign_worker,1.0,0.0011624509092740347,0.0011624509092740347
